epoch,train_loss,train_error,valid_loss,valid_error,test_error
069,0.202595,0.073583,0.56314,0.18960,
070,0.200865,0.072522,0.65047,0.18880,
071,0.200558,0.072609,1.29206,0.31540,
072,0.197224,0.071017,3.39900,0.51220,
073,0.200639,0.072304,0.70102,0.21300,
074,0.195104,0.070104,0.54399,0.18840,
075,0.198145,0.071043,0.57904,0.20560,
076,0.196023,0.071565,0.66521,0.19740,
077,0.193082,0.069426,1.49466,0.33220,
078,0.193392,0.069339,1.02401,0.28660,
079,0.189355,0.068261,1.83611,0.40440,
080,0.192417,0.069600,0.60789,0.20580,
081,0.187910,0.067800,1.41874,0.29940,
082,0.190978,0.068243,0.76942,0.25740,
083,0.186500,0.068157,1.11041,0.31000,
084,0.186823,0.067861,0.50163,0.15760,
085,0.185451,0.067548,0.81771,0.25100,
086,0.183288,0.065913,0.71695,0.21760,
087,0.184355,0.066835,0.66227,0.22360,
088,0.184919,0.067191,0.67665,0.20960,
089,0.184510,0.067217,0.75707,0.23080,
090,0.181608,0.065852,1.78717,0.37720,
091,0.181533,0.065835,1.21867,0.30580,
092,0.180964,0.065513,1.08031,0.30840,
093,0.182787,0.066296,0.68426,0.22480,
094,0.179364,0.065009,0.55343,0.17500,
095,0.175750,0.063635,2.61293,0.46800,
096,0.175245,0.064426,1.79048,0.42920,
097,0.178602,0.064861,0.85767,0.24220,
098,0.172954,0.062991,2.14505,0.39980,
099,0.174441,0.064139,2.15515,0.42880,
100,0.173025,0.062391,0.91867,0.29020,
101,0.172782,0.063235,1.99093,0.44400,
102,0.171113,0.062652,1.69186,0.33120,
103,0.170229,0.062261,3.24341,0.59460,
104,0.172131,0.063087,1.30690,0.32200,
105,0.171954,0.062391,1.02690,0.32080,
106,0.166875,0.061800,1.07725,0.27060,
107,0.164026,0.060383,0.94606,0.25980,
108,0.168622,0.062252,1.10462,0.26540,
109,0.167968,0.061209,2.46318,0.44180,
110,0.168345,0.061591,2.33879,0.48700,
111,0.168187,0.061035,1.30019,0.33020,
112,0.161621,0.059730,2.60547,0.39540,
113,0.170043,0.062609,1.10451,0.29640,
114,0.159569,0.058983,1.57540,0.34840,
115,0.162819,0.060078,0.57243,0.17700,
116,0.164077,0.059426,0.94032,0.24580,
117,0.165380,0.060904,0.41742,0.13860,
118,0.161811,0.059557,2.17889,0.38800,
119,0.161114,0.058791,0.59146,0.18080,
120,0.157100,0.057313,1.67007,0.35680,
121,0.158983,0.059209,1.25316,0.30200,
122,0.158433,0.058704,0.50645,0.14160,
123,0.160059,0.058774,0.71327,0.20220,
124,0.154123,0.055800,4.57420,0.56020,
125,0.156213,0.057870,1.39213,0.32500,
126,0.156340,0.058096,2.52297,0.35540,
127,0.158648,0.058148,0.67800,0.18600,
128,0.154684,0.056852,2.08736,0.39800,
129,0.156074,0.057739,0.66947,0.21300,
130,0.149770,0.055139,1.88713,0.38600,
131,0.151210,0.056322,0.49336,0.14000,
132,0.147853,0.054748,1.03870,0.26860,
133,0.156856,0.057565,2.13015,0.48740,
134,0.151891,0.055539,1.15140,0.26440,
135,0.148107,0.054704,0.86851,0.24420,
136,0.149346,0.055243,0.62101,0.17720,
137,0.149087,0.054104,0.70879,0.23240,
138,0.151791,0.056043,1.72851,0.38360,
139,0.146369,0.053339,1.44655,0.31140,
140,0.147749,0.054504,10.31179,0.73380,
141,0.149142,0.055643,0.61102,0.18040,
142,0.149775,0.055270,0.94909,0.25840,
143,0.147020,0.054774,1.53839,0.38820,
144,0.147933,0.054922,0.75402,0.20800,
145,0.149710,0.055409,0.88652,0.22140,
146,0.143729,0.052826,0.68686,0.20740,
147,0.143200,0.053339,0.74071,0.19440,
148,0.138397,0.050800,0.55020,0.17340,
149,0.144327,0.053643,1.52206,0.37080,
150,0.079252,0.026148,0.37596,0.10440,
151,0.050383,0.013965,0.37769,0.10600,
152,0.040284,0.009504,0.39547,0.10700,
153,0.034675,0.007426,0.39239,0.10340,
154,0.030281,0.005678,0.39652,0.10600,
155,0.026983,0.004452,0.41306,0.10680,
156,0.025038,0.003974,0.41650,0.10720,
157,0.022780,0.003252,0.41601,0.10560,
158,0.020992,0.002557,0.44751,0.11260,
159,0.019370,0.002365,0.42765,0.10480,
160,0.017864,0.001983,0.43923,0.10260,
161,0.017251,0.001878,0.44377,0.10520,
162,0.015618,0.001461,0.44056,0.10440,
163,0.014913,0.001217,0.44727,0.10720,
164,0.013998,0.001070,0.45152,0.10520,
165,0.013529,0.001078,0.45511,0.10860,
166,0.012859,0.000957,0.44953,0.10680,
167,0.012232,0.000870,0.46335,0.10560,
168,0.011656,0.000757,0.46171,0.10520,
169,0.011112,0.000765,0.46729,0.10520,
170,0.010713,0.000739,0.46604,0.10560,
171,0.009973,0.000609,0.46405,0.10600,
172,0.009891,0.000661,0.47016,0.10740,
173,0.009725,0.000678,0.47553,0.10460,
174,0.009048,0.000617,0.48097,0.10660,
175,0.008822,0.000557,0.48382,0.10660,
176,0.008756,0.000652,0.48519,0.10420,
177,0.008053,0.000504,0.49385,0.10680,
178,0.007655,0.000409,0.48653,0.10560,
179,0.007786,0.000548,0.49177,0.10520,
180,0.007644,0.000443,0.49222,0.10500,
181,0.007221,0.000435,0.50284,0.10860,
182,0.006880,0.000400,0.49845,0.10560,
183,0.006966,0.000461,0.49869,0.10520,
184,0.007244,0.000478,0.50193,0.10480,
185,0.006474,0.000452,0.49467,0.10580,
186,0.006410,0.000400,0.50472,0.10480,
187,0.006179,0.000426,0.50833,0.10560,
188,0.006088,0.000400,0.50383,0.10720,
189,0.006162,0.000426,0.51595,0.10880,
190,0.005965,0.000443,0.50494,0.10620,
191,0.005729,0.000383,0.50140,0.10840,
192,0.005531,0.000313,0.50914,0.10620,
193,0.005545,0.000452,0.52064,0.10740,
194,0.005454,0.000374,0.51074,0.10480,
195,0.005242,0.000348,0.51937,0.10640,
196,0.005222,0.000330,0.51393,0.10600,
197,0.005071,0.000330,0.52421,0.10760,
198,0.004860,0.000296,0.53155,0.10660,
199,0.004931,0.000322,0.52183,0.10900,
200,0.004812,0.000287,0.52315,0.10580,
201,0.004701,0.000400,0.52143,0.10700,
202,0.004883,0.000383,0.52868,0.10740,
203,0.004647,0.000357,0.53064,0.11060,
204,0.004891,0.000374,0.53511,0.10900,
205,0.004573,0.000313,0.53704,0.10900,
206,0.004877,0.000443,0.53382,0.10520,
207,0.004683,0.000313,0.52122,0.10840,
208,0.004390,0.000278,0.53424,0.10740,
209,0.004184,0.000261,0.53534,0.10520,
210,0.004236,0.000261,0.54723,0.10860,
211,0.004343,0.000313,0.53822,0.10960,
212,0.004036,0.000278,0.53680,0.10720,
213,0.004036,0.000313,0.53811,0.10380,
214,0.004117,0.000348,0.53853,0.10620,
215,0.003854,0.000296,0.53464,0.10800,
216,0.003833,0.000209,0.54470,0.10620,
217,0.003903,0.000304,0.54225,0.10940,
218,0.003967,0.000357,0.54478,0.10720,
219,0.003657,0.000235,0.54115,0.10960,
220,0.003978,0.000313,0.53802,0.10880,
221,0.003701,0.000270,0.55083,0.10740,
222,0.003479,0.000217,0.54427,0.10700,
223,0.003476,0.000243,0.54601,0.10520,
224,0.003509,0.000235,0.54281,0.10760,
225,0.003146,0.000165,0.54409,0.10620,
226,0.003094,0.000139,0.54073,0.10580,
227,0.002999,0.000174,0.54343,0.10660,
228,0.002974,0.000165,0.54315,0.10680,
229,0.002936,0.000130,0.54969,0.10680,
230,0.002959,0.000183,0.54618,0.10680,
231,0.002953,0.000165,0.54585,0.10620,
232,0.002918,0.000130,0.54456,0.10580,
233,0.002929,0.000157,0.54994,0.10720,
234,0.002968,0.000165,0.54444,0.10600,
235,0.002945,0.000200,0.54711,0.10620,
236,0.003034,0.000165,0.54472,0.10600,
237,0.002911,0.000139,0.54766,0.10740,
238,0.002880,0.000139,0.54815,0.10700,
239,0.002900,0.000157,0.54649,0.10740,
240,0.002798,0.000130,0.54887,0.10640,
241,0.002882,0.000139,0.54604,0.10840,
242,0.002817,0.000122,0.54423,0.10740,
243,0.002823,0.000139,0.55036,0.10580,
244,0.002894,0.000174,0.55384,0.10900,
245,0.002810,0.000174,0.54653,0.10620,
246,0.002883,0.000113,0.54750,0.10680,
247,0.002785,0.000122,0.54780,0.10740,
248,0.002877,0.000130,0.55144,0.10780,
249,0.002890,0.000122,0.55317,0.10680,
250,0.002851,0.000139,0.54510,0.10580,
251,0.002911,0.000130,0.54893,0.10700,
252,0.002765,0.000122,0.54606,0.10740,
253,0.002883,0.000165,0.54690,0.10660,
254,0.002824,0.000174,0.54704,0.10740,
255,0.002946,0.000174,0.54759,0.10720,
256,0.002793,0.000139,0.54523,0.10700,
257,0.002775,0.000078,0.54348,0.10600,
258,0.002840,0.000157,0.54849,0.10620,
259,0.002969,0.000157,0.54878,0.10820,
260,0.002734,0.000165,0.54746,0.10820,
261,0.002841,0.000148,0.54852,0.10800,
262,0.002918,0.000157,0.54848,0.10600,
263,0.002848,0.000157,0.54974,0.10580,
264,0.002737,0.000148,0.54800,0.10700,
265,0.002739,0.000130,0.54642,0.10680,
266,0.002715,0.000113,0.55054,0.10740,
267,0.002815,0.000174,0.55036,0.10660,
268,0.002740,0.000139,0.54686,0.10620,
269,0.002776,0.000174,0.54898,0.10680,
270,0.002724,0.000130,0.54708,0.10680,
271,0.002788,0.000270,0.54726,0.10840,
272,0.002712,0.000139,0.54925,0.10740,
273,0.002719,0.000130,0.54899,0.10680,
274,0.002672,0.000157,0.55375,0.10760,
275,0.002792,0.000130,0.54998,0.10700,
276,0.002745,0.000165,0.55210,0.10900,
277,0.002781,0.000139,0.54822,0.10760,
278,0.002777,0.000165,0.54970,0.10780,
279,0.002809,0.000157,0.54944,0.10680,
280,0.002655,0.000139,0.54928,0.10680,
281,0.002856,0.000174,0.54973,0.10720,
282,0.002680,0.000139,0.54848,0.10640,
283,0.002723,0.000191,0.55085,0.10880,
284,0.002808,0.000165,0.55040,0.10720,
285,0.002794,0.000165,0.55220,0.10660,
286,0.002800,0.000148,0.55300,0.10640,
287,0.002720,0.000122,0.54688,0.10680,
288,0.002774,0.000174,0.55241,0.10880,
289,0.002778,0.000157,0.55193,0.10780,
290,0.002749,0.000139,0.55139,0.10800,
291,0.002804,0.000113,0.54886,0.10640,
292,0.002614,0.000130,0.54999,0.10600,
293,0.002805,0.000157,0.55256,0.10660,
294,0.002623,0.000148,0.54791,0.10620,
295,0.002701,0.000157,0.55033,0.10580,
296,0.002721,0.000148,0.55201,0.10500,
297,0.002723,0.000148,0.55036,0.10580,
298,0.002713,0.000165,0.54799,0.10680,
299,0.002703,0.000157,0.54990,0.10740,
300,0.002624,0.000130,0.55415,0.10720,
,,,,,0.11316
